timestamp,day,hour,route,weather,distance_m,travel_time_s,traffic_delay_s,traffic_length_m,congestion_ratio
2026-04-28 17:15,Tuesday,17,Berger-Lagos Island,Wet Roads (residual),26302,4744,1944,15170,1.69
2026-04-28 17:30,Tuesday,17,Berger-Lagos Island,Wet Roads (residual),26452,4929,2113,13852,1.75
2026-04-28 17:45,Tuesday,17,Berger-Lagos Island,Wet Roads (residual),26627,5068,2234,18112,1.79
2026-04-28 18:00,Tuesday,18,Berger-Lagos Island,"Rain, Partially cloudy",26389,4554,1744,7725,1.62
2026-04-28 18:15,Tuesday,18,Berger-Lagos Island,"Rain, Partially cloudy",26866,4424,1564,9621,1.55
2026-04-28 18:30,Tuesday,18,Berger-Lagos Island,"Rain, Partially cloudy",26215,4378,1587,11964,1.57
2026-04-28 18:45,Tuesday,18,Berger-Lagos Island,"Rain, Partially cloudy",27181,4324,1431,13573,1.49
2026-04-28 19:00,Tuesday,19,Berger-Lagos Island,"Rain, Partially cloudy",26464,4162,1344,10468,1.48
2026-04-28 20:00,Tuesday,20,Berger-Lagos Island,"Rain, Partially cloudy",26550,3744,917,5575,1.32
2026-04-28 20:15,Tuesday,20,Berger-Lagos Island,"Rain, Partially cloudy",26745,3662,815,5994,1.29
2026-04-28 20:30,Tuesday,20,Berger-Lagos Island,"Rain, Partially cloudy",26533,3543,718,4005,1.25
2026-04-28 21:00,Tuesday,21,Berger-Lagos Island,"Rain, Partially cloudy",26211,3313,523,2361,1.19
2026-04-28 21:45,Tuesday,21,Berger-Lagos Island,"Rain, Partially cloudy",26000,2983,215,1321,1.08
2026-04-28 22:00,Tuesday,22,Berger-Lagos Island,"Rain, Partially cloudy",26693,2911,70,763,1.02
2026-04-28 22:15,Tuesday,22,Berger-Lagos Island,"Rain, Partially cloudy",26539,2977,151,1192,1.05
2026-04-28 22:45,Tuesday,22,Berger-Lagos Island,"Rain, Partially cloudy",26280,3048,250,1799,1.09
2026-04-28 23:00,Tuesday,23,Berger-Lagos Island,"Rain, Partially cloudy",26813,2855,0,0,1.0
2026-04-28 23:30,Tuesday,23,Berger-Lagos Island,"Rain, Partially cloudy",26946,2915,46,364,1.02
2026-04-28 23:45,Tuesday,23,Berger-Lagos Island,"Rain, Partially cloudy",26655,2838,0,0,1.0
2026-04-29 00:00,Wednesday,0,Berger-Lagos Island,Partially cloudy,26240,2818,24,150,1.01
2026-04-29 00:15,Wednesday,0,Berger-Lagos Island,Partially cloudy,27405,3045,128,912,1.04
2026-04-29 00:30,Wednesday,0,Berger-Lagos Island,Partially cloudy,26459,2915,98,784,1.03
2026-04-29 01:00,Wednesday,1,Berger-Lagos Island,Partially cloudy,26761,3357,508,2637,1.18
2026-04-29 01:30,Wednesday,1,Berger-Lagos Island,Partially cloudy,26930,3234,367,1828,1.13
2026-04-29 02:15,Wednesday,2,Berger-Lagos Island,Partially cloudy,26909,3180,315,1935,1.11
2026-04-29 02:45,Wednesday,2,Berger-Lagos Island,Partially cloudy,27466,3043,119,573,1.04
2026-04-29 03:00,Wednesday,3,Berger-Lagos Island,Partially cloudy,26953,3047,178,1229,1.06
2026-04-29 03:30,Wednesday,3,Berger-Lagos Island,Partially cloudy,27025,2910,33,267,1.01
2026-04-29 04:00,Wednesday,4,Berger-Lagos Island,Partially cloudy,26385,2814,5,34,1.0
2026-04-29 04:15,Wednesday,4,Berger-Lagos Island,Partially cloudy,26493,2969,148,952,1.05
2026-04-29 04:45,Wednesday,4,Berger-Lagos Island,Partially cloudy,26705,2877,34,281,1.01
2026-04-29 05:00,Wednesday,5,Berger-Lagos Island,Partially cloudy,26045,2836,63,468,1.02
2026-04-29 05:15,Wednesday,5,Berger-Lagos Island,Partially cloudy,26262,2865,69,382,1.02
2026-04-29 05:45,Wednesday,5,Berger-Lagos Island,Partially cloudy,27041,3117,238,1782,1.08
2026-04-29 06:00,Wednesday,6,Berger-Lagos Island,Partially cloudy,26574,2908,79,511,1.03
2026-04-29 06:15,Wednesday,6,Berger-Lagos Island,Partially cloudy,26849,3123,264,1426,1.09
2026-04-29 06:45,Wednesday,6,Berger-Lagos Island,Partially cloudy,26887,3208,345,2288,1.12
2026-04-29 07:00,Wednesday,7,Berger-Lagos Island,Partially cloudy,26767,3290,440,2290,1.15
2026-04-29 07:15,Wednesday,7,Berger-Lagos Island,Partially cloudy,26858,3362,502,2930,1.18
2026-04-29 07:30,Wednesday,7,Berger-Lagos Island,Partially cloudy,26732,3246,400,2879,1.14
2026-04-29 07:45,Wednesday,7,Berger-Lagos Island,Partially cloudy,26736,3366,519,4699,1.18
2026-04-29 08:00,Wednesday,8,Berger-Lagos Island,Partially cloudy,26698,3497,654,5175,1.23
2026-04-29 08:30,Wednesday,8,Berger-Lagos Island,Partially cloudy,26370,3304,496,2739,1.18
2026-04-29 09:00,Wednesday,9,Berger-Lagos Island,Partially cloudy,26643,3195,358,2814,1.13
2026-04-29 09:30,Wednesday,9,Berger-Lagos Island,Partially cloudy,26430,3256,442,3441,1.16
2026-04-29 09:45,Wednesday,9,Berger-Lagos Island,Partially cloudy,26919,3073,207,1401,1.07
2026-04-29 10:00,Wednesday,10,Berger-Lagos Island,Partially cloudy,26266,3078,281,1450,1.1
2026-04-29 10:15,Wednesday,10,Berger-Lagos Island,Partially cloudy,26338,3074,270,1945,1.1
2026-04-29 10:30,Wednesday,10,Berger-Lagos Island,Partially cloudy,26906,2956,92,426,1.03
2026-04-29 10:45,Wednesday,10,Berger-Lagos Island,Partially cloudy,26836,3097,240,1310,1.08
2026-04-29 11:15,Wednesday,11,Berger-Lagos Island,Partially cloudy,26018,2858,88,620,1.03
2026-04-29 11:45,Wednesday,11,Berger-Lagos Island,Partially cloudy,26542,3060,234,1404,1.08
2026-04-29 12:15,Wednesday,12,Berger-Lagos Island,Partially cloudy,26153,2968,184,1402,1.07
2026-04-29 12:30,Wednesday,12,Berger-Lagos Island,Partially cloudy,26317,2969,167,1024,1.06
2026-04-29 13:15,Wednesday,13,Berger-Lagos Island,Partially cloudy,27058,3001,120,849,1.04
2026-04-29 13:30,Wednesday,13,Berger-Lagos Island,Partially cloudy,27274,3074,171,1370,1.06
2026-04-29 13:45,Wednesday,13,Berger-Lagos Island,Partially cloudy,26968,2976,105,703,1.04
2026-04-29 14:30,Wednesday,14,Berger-Lagos Island,Partially cloudy,26754,2848,0,0,1.0
2026-04-29 14:45,Wednesday,14,Berger-Lagos Island,Partially cloudy,26836,2857,0,0,1.0
2026-04-29 15:00,Wednesday,15,Berger-Lagos Island,Partially cloudy,26451,2918,102,678,1.04
2026-04-29 15:30,Wednesday,15,Berger-Lagos Island,Partially cloudy,27258,3263,360,2344,1.12
2026-04-29 15:45,Wednesday,15,Berger-Lagos Island,Partially cloudy,27062,3300,418,2253,1.15
2026-04-29 16:00,Wednesday,16,Berger-Lagos Island,Partially cloudy,27027,3267,390,3518,1.14
2026-04-29 16:15,Wednesday,16,Berger-Lagos Island,Partially cloudy,26360,3450,644,6103,1.23
2026-04-29 16:45,Wednesday,16,Berger-Lagos Island,Partially cloudy,26908,3965,1100,7837,1.38
2026-04-29 17:00,Wednesday,17,Berger-Lagos Island,Partially cloudy,26652,4012,1174,8617,1.41
2026-04-29 17:30,Wednesday,17,Berger-Lagos Island,Partially cloudy,26760,4104,1255,7772,1.44
2026-04-29 18:00,Wednesday,18,Berger-Lagos Island,Partially cloudy,26615,4379,1546,8999,1.55
2026-04-29 18:15,Wednesday,18,Berger-Lagos Island,Partially cloudy,26398,4338,1527,7336,1.54
2026-04-29 18:30,Wednesday,18,Berger-Lagos Island,Partially cloudy,26837,4411,1553,8223,1.54
2026-04-29 18:45,Wednesday,18,Berger-Lagos Island,Partially cloudy,26438,4333,1518,10444,1.54
2026-04-29 19:00,Wednesday,19,Berger-Lagos Island,Partially cloudy,26627,4322,1487,10681,1.52
2026-04-29 19:15,Wednesday,19,Berger-Lagos Island,Partially cloudy,26576,4059,1229,7611,1.43
2026-04-29 20:00,Wednesday,20,Berger-Lagos Island,Partially cloudy,26618,3664,830,5989,1.29
2026-04-29 20:15,Wednesday,20,Berger-Lagos Island,Partially cloudy,26433,3627,813,3815,1.29
2026-04-29 20:45,Wednesday,20,Berger-Lagos Island,Partially cloudy,26228,3251,459,2669,1.16
2026-04-29 21:00,Wednesday,21,Berger-Lagos Island,Partially cloudy,26826,3300,444,2514,1.16
2026-04-29 21:30,Wednesday,21,Berger-Lagos Island,Partially cloudy,26819,3068,213,813,1.07
2026-04-29 22:00,Wednesday,22,Berger-Lagos Island,Partially cloudy,26748,3220,372,1860,1.13
2026-04-29 23:00,Wednesday,23,Berger-Lagos Island,Partially cloudy,27217,2928,30,231,1.01
2026-04-29 23:15,Wednesday,23,Berger-Lagos Island,Partially cloudy,26754,2954,105,746,1.04
2026-04-29 23:30,Wednesday,23,Berger-Lagos Island,Partially cloudy,26550,2827,0,0,1.0
2026-04-29 23:45,Wednesday,23,Berger-Lagos Island,Partially cloudy,26622,2984,150,657,1.05
2026-04-30 00:30,Thursday,0,Berger-Lagos Island,"Rain, Partially cloudy",26346,2875,70,617,1.02
2026-04-30 00:45,Thursday,0,Berger-Lagos Island,"Rain, Partially cloudy",26561,3085,257,1553,1.09
2026-04-30 01:30,Thursday,1,Berger-Lagos Island,"Rain, Partially cloudy",26269,3251,455,3102,1.16
2026-04-30 02:00,Thursday,2,Berger-Lagos Island,"Rain, Partially cloudy",26467,3089,271,1540,1.1
2026-04-30 02:15,Thursday,2,Berger-Lagos Island,"Rain, Partially cloudy",26289,3122,323,2205,1.12
2026-04-30 02:30,Thursday,2,Berger-Lagos Island,"Rain, Partially cloudy",26476,3109,290,1571,1.1
2026-04-30 02:45,Thursday,2,Berger-Lagos Island,"Rain, Partially cloudy",27011,2977,101,687,1.04
2026-04-30 03:00,Thursday,3,Berger-Lagos Island,"Rain, Partially cloudy",26791,2858,6,28,1.0
2026-04-30 03:15,Thursday,3,Berger-Lagos Island,"Rain, Partially cloudy",26767,2952,102,618,1.04
2026-04-30 03:30,Thursday,3,Berger-Lagos Island,"Rain, Partially cloudy",26358,2806,0,0,1.0
2026-04-30 03:45,Thursday,3,Berger-Lagos Island,"Rain, Partially cloudy",27026,2954,76,423,1.03
2026-04-30 04:15,Thursday,4,Berger-Lagos Island,"Rain, Partially cloudy",26350,2846,41,206,1.01
2026-04-30 04:30,Thursday,4,Berger-Lagos Island,"Rain, Partially cloudy",26730,2854,8,48,1.0
2026-04-30 04:45,Thursday,4,Berger-Lagos Island,"Rain, Partially cloudy",26000,2768,0,0,1.0
2026-04-30 05:00,Thursday,5,Berger-Lagos Island,"Rain, Partially cloudy",26783,2907,55,130,1.02
2026-04-30 05:15,Thursday,5,Berger-Lagos Island,"Rain, Partially cloudy",26472,2899,81,692,1.03
2026-04-30 05:30,Thursday,5,Berger-Lagos Island,"Rain, Partially cloudy",26759,2958,109,730,1.04
2026-04-30 05:45,Thursday,5,Berger-Lagos Island,"Rain, Partially cloudy",26881,2862,0,0,1.0
2026-04-30 06:15,Thursday,6,Berger-Lagos Island,"Rain, Partially cloudy",27183,2929,35,210,1.01
2026-04-30 06:30,Thursday,6,Berger-Lagos Island,"Rain, Partially cloudy",26624,3106,271,1589,1.1
2026-04-30 06:45,Thursday,6,Berger-Lagos Island,"Rain, Partially cloudy",26742,3082,235,991,1.08
2026-04-30 07:00,Thursday,7,Berger-Lagos Island,"Rain, Partially cloudy",26506,3202,380,1823,1.13
2026-04-30 07:45,Thursday,7,Berger-Lagos Island,"Rain, Partially cloudy",27222,3469,571,3562,1.2
2026-04-30 08:15,Thursday,8,Berger-Lagos Island,"Rain, Partially cloudy",26873,3345,484,3002,1.17
2026-04-30 08:30,Thursday,8,Berger-Lagos Island,"Rain, Partially cloudy",26667,3354,515,3541,1.18
2026-04-30 08:45,Thursday,8,Berger-Lagos Island,"Rain, Partially cloudy",26706,3333,490,4346,1.17
2026-04-30 09:15,Thursday,9,Berger-Lagos Island,"Rain, Partially cloudy",26940,3214,346,2705,1.12
2026-04-30 09:30,Thursday,9,Berger-Lagos Island,"Rain, Partially cloudy",26447,3296,480,2954,1.17
2026-04-30 10:00,Thursday,10,Berger-Lagos Island,"Rain, Partially cloudy",26840,3058,200,1243,1.07
2026-04-30 10:30,Thursday,10,Berger-Lagos Island,"Rain, Partially cloudy",26579,2830,0,0,1.0
2026-04-30 10:45,Thursday,10,Berger-Lagos Island,"Rain, Partially cloudy",27019,2930,53,409,1.02
2026-04-30 11:00,Thursday,11,Berger-Lagos Island,"Rain, Partially cloudy",27119,3107,219,1113,1.08
2026-04-30 11:15,Thursday,11,Berger-Lagos Island,"Rain, Partially cloudy",26933,3196,328,2018,1.11
2026-04-30 11:45,Thursday,11,Berger-Lagos Island,"Rain, Partially cloudy",26471,2943,124,611,1.04
2026-04-30 12:00,Thursday,12,Berger-Lagos Island,Light/Moderate Rain,26634,3589,753,5293,1.27
2026-04-30 12:15,Thursday,12,Berger-Lagos Island,Light/Moderate Rain,26140,3338,555,3833,1.2
2026-04-30 12:30,Thursday,12,Berger-Lagos Island,Light/Moderate Rain,26694,3260,418,1857,1.15
2026-04-30 13:15,Thursday,13,Berger-Lagos Island,Light/Moderate Rain,26799,3393,540,4539,1.19
2026-04-30 13:30,Thursday,13,Berger-Lagos Island,Light/Moderate Rain,26807,3450,595,2392,1.21
2026-04-30 13:45,Thursday,13,Berger-Lagos Island,Light/Moderate Rain,26677,3298,458,3042,1.16
2026-04-30 14:45,Thursday,14,Berger-Lagos Island,Wet Roads (residual),26763,2922,73,456,1.03
2026-04-30 15:30,Thursday,15,Berger-Lagos Island,Wet Roads (residual),26811,3113,258,1078,1.09
2026-04-30 16:15,Thursday,16,Berger-Lagos Island,"Rain, Partially cloudy",26966,3431,560,2362,1.19
2026-04-30 16:30,Thursday,16,Berger-Lagos Island,"Rain, Partially cloudy",26495,3357,536,3928,1.19
2026-04-30 17:00,Thursday,17,Berger-Lagos Island,"Rain, Partially cloudy",26047,3978,1205,7131,1.43
2026-04-30 17:45,Thursday,17,Berger-Lagos Island,"Rain, Partially cloudy",26327,4278,1475,9715,1.53
2026-04-30 18:30,Thursday,18,Berger-Lagos Island,"Rain, Partially cloudy",26453,4308,1492,10198,1.53
2026-04-30 19:00,Thursday,19,Berger-Lagos Island,"Rain, Partially cloudy",26772,4247,1396,11584,1.49
2026-04-30 19:30,Thursday,19,Berger-Lagos Island,"Rain, Partially cloudy",27186,3984,1090,5682,1.38
2026-04-30 19:45,Thursday,19,Berger-Lagos Island,"Rain, Partially cloudy",26703,3791,948,4450,1.33
2026-04-30 20:15,Thursday,20,Berger-Lagos Island,"Rain, Partially cloudy",26471,3550,732,3094,1.26
2026-04-30 20:30,Thursday,20,Berger-Lagos Island,"Rain, Partially cloudy",27193,3574,679,4434,1.23
2026-04-30 21:30,Thursday,21,Berger-Lagos Island,"Rain, Partially cloudy",26712,3176,332,2031,1.12
2026-04-30 22:00,Thursday,22,Berger-Lagos Island,"Rain, Partially cloudy",26579,2876,47,324,1.02
2026-04-30 22:15,Thursday,22,Berger-Lagos Island,"Rain, Partially cloudy",27023,2994,117,419,1.04
2026-04-30 22:30,Thursday,22,Berger-Lagos Island,"Rain, Partially cloudy",26063,2884,109,833,1.04
2026-04-30 22:45,Thursday,22,Berger-Lagos Island,"Rain, Partially cloudy",26771,2921,70,365,1.02
2026-04-30 23:15,Thursday,23,Berger-Lagos Island,"Rain, Partially cloudy",26821,2909,53,289,1.02
2026-04-30 23:30,Thursday,23,Berger-Lagos Island,"Rain, Partially cloudy",27159,3038,147,1187,1.05
2026-04-30 23:45,Thursday,23,Berger-Lagos Island,"Rain, Partially cloudy",26752,2864,16,72,1.01
2026-05-01 00:00,Friday,0,Berger-Lagos Island,Partially cloudy,26780,2986,134,496,1.05
2026-05-01 00:15,Friday,0,Berger-Lagos Island,Partially cloudy,26548,2878,51,310,1.02
2026-05-01 00:45,Friday,0,Berger-Lagos Island,Partially cloudy,26399,3072,262,2114,1.09
2026-05-01 01:00,Friday,1,Berger-Lagos Island,Partially cloudy,26485,3304,484,2701,1.17
2026-05-01 01:15,Friday,1,Berger-Lagos Island,Partially cloudy,26525,3205,381,2395,1.13
2026-05-01 01:30,Friday,1,Berger-Lagos Island,Partially cloudy,26034,3161,389,3299,1.14
2026-05-01 01:45,Friday,1,Berger-Lagos Island,Partially cloudy,26508,3157,335,2130,1.12
2026-05-01 02:00,Friday,2,Berger-Lagos Island,Partially cloudy,26091,3093,315,2753,1.11
2026-05-01 02:15,Friday,2,Berger-Lagos Island,Partially cloudy,26778,3112,261,2070,1.09
2026-05-01 02:30,Friday,2,Berger-Lagos Island,Partially cloudy,26788,2954,102,619,1.04
2026-05-01 03:15,Friday,3,Berger-Lagos Island,Partially cloudy,26414,2895,83,452,1.03
2026-05-01 03:30,Friday,3,Berger-Lagos Island,Partially cloudy,26354,2833,27,210,1.01
2026-05-01 03:45,Friday,3,Berger-Lagos Island,Partially cloudy,26000,2768,0,0,1.0
2026-05-01 04:15,Friday,4,Berger-Lagos Island,Partially cloudy,26247,2794,0,0,1.0
2026-05-01 04:30,Friday,4,Berger-Lagos Island,Partially cloudy,27058,2956,75,522,1.03
2026-05-01 04:45,Friday,4,Berger-Lagos Island,Partially cloudy,26782,2885,34,197,1.01
2026-05-01 05:00,Friday,5,Berger-Lagos Island,Partially cloudy,26273,2844,47,180,1.02
2026-05-01 05:15,Friday,5,Berger-Lagos Island,Partially cloudy,26688,2932,91,576,1.03
2026-05-01 05:45,Friday,5,Berger-Lagos Island,Partially cloudy,26883,2909,47,233,1.02
2026-05-01 06:00,Friday,6,Berger-Lagos Island,Partially cloudy,26174,2897,110,631,1.04
2026-05-01 06:15,Friday,6,Berger-Lagos Island,Partially cloudy,26801,3149,296,2358,1.1
2026-05-01 06:30,Friday,6,Berger-Lagos Island,Partially cloudy,26289,3086,287,1725,1.1
2026-05-01 07:15,Friday,7,Berger-Lagos Island,Partially cloudy,26863,3207,347,3439,1.12
2026-05-01 07:45,Friday,7,Berger-Lagos Island,Partially cloudy,26043,3321,549,3259,1.2
2026-05-01 08:00,Friday,8,Berger-Lagos Island,Partially cloudy,26696,3442,600,4283,1.21
2026-05-01 08:15,Friday,8,Berger-Lagos Island,Partially cloudy,27042,3447,568,2880,1.2
2026-05-01 08:30,Friday,8,Berger-Lagos Island,Partially cloudy,26394,3268,458,3546,1.16
2026-05-01 09:00,Friday,9,Berger-Lagos Island,Partially cloudy,27165,3277,385,3383,1.13
2026-05-01 09:15,Friday,9,Berger-Lagos Island,Partially cloudy,27201,3387,491,1970,1.17
2026-05-01 09:30,Friday,9,Berger-Lagos Island,Partially cloudy,26405,3122,311,2355,1.11
2026-05-01 09:45,Friday,9,Berger-Lagos Island,Partially cloudy,26877,3072,211,1802,1.07
2026-05-01 10:15,Friday,10,Berger-Lagos Island,Partially cloudy,27033,3031,153,1171,1.05
2026-05-01 10:30,Friday,10,Berger-Lagos Island,Partially cloudy,26506,3025,203,701,1.07
2026-05-01 10:45,Friday,10,Berger-Lagos Island,Partially cloudy,27242,3003,103,469,1.04
2026-05-01 11:15,Friday,11,Berger-Lagos Island,Partially cloudy,26934,3176,308,2009,1.11
2026-05-01 11:45,Friday,11,Berger-Lagos Island,Partially cloudy,26882,3368,506,3622,1.18
2026-05-01 12:15,Friday,12,Berger-Lagos Island,Partially cloudy,26732,3494,648,4834,1.23
2026-05-01 12:30,Friday,12,Berger-Lagos Island,Partially cloudy,26754,3501,653,4388,1.23
2026-05-01 12:45,Friday,12,Berger-Lagos Island,Partially cloudy,26413,3259,447,3697,1.16
2026-05-01 13:00,Friday,13,Berger-Lagos Island,Partially cloudy,26563,3439,611,4014,1.22
2026-05-01 13:15,Friday,13,Berger-Lagos Island,Partially cloudy,27009,3305,429,3219,1.15
2026-05-01 13:45,Friday,13,Berger-Lagos Island,Partially cloudy,26842,3402,544,3358,1.19
2026-05-01 14:00,Friday,14,Berger-Lagos Island,Partially cloudy,26916,3326,460,3489,1.16
2026-05-01 14:30,Friday,14,Berger-Lagos Island,Partially cloudy,26663,3129,290,2126,1.1
2026-05-01 14:45,Friday,14,Berger-Lagos Island,Partially cloudy,26647,2916,79,259,1.03
2026-05-01 15:15,Friday,15,Berger-Lagos Island,Partially cloudy,26571,2992,163,907,1.06
2026-05-01 15:30,Friday,15,Berger-Lagos Island,Partially cloudy,27086,3221,338,934,1.12
2026-05-01 15:45,Friday,15,Berger-Lagos Island,Partially cloudy,26745,3480,633,2966,1.22
2026-05-01 16:15,Friday,16,Berger-Lagos Island,Partially cloudy,26997,3664,790,5537,1.27
2026-05-01 16:30,Friday,16,Berger-Lagos Island,Partially cloudy,26706,3835,992,4921,1.35
2026-05-01 17:00,Friday,17,Berger-Lagos Island,Partially cloudy,27195,4409,1514,9839,1.52
2026-05-01 17:15,Friday,17,Berger-Lagos Island,Partially cloudy,26780,4325,1474,14195,1.52
2026-05-01 17:30,Friday,17,Berger-Lagos Island,Partially cloudy,26524,4413,1589,11318,1.56
2026-05-01 18:00,Friday,18,Berger-Lagos Island,Partially cloudy,26700,4956,2114,10873,1.74
2026-05-01 18:15,Friday,18,Berger-Lagos Island,Partially cloudy,26719,4591,1747,14245,1.61
2026-05-01 19:45,Friday,19,Berger-Lagos Island,Partially cloudy,26561,3962,1134,5627,1.4
2026-05-01 20:00,Friday,20,Berger-Lagos Island,Partially cloudy,26333,3748,945,8446,1.34
2026-05-01 20:15,Friday,20,Berger-Lagos Island,Partially cloudy,27141,3623,734,5517,1.25
2026-05-01 20:30,Friday,20,Berger-Lagos Island,Partially cloudy,26474,3441,623,3728,1.22
2026-05-01 21:00,Friday,21,Berger-Lagos Island,Partially cloudy,26663,3250,412,1361,1.15
2026-05-01 21:30,Friday,21,Berger-Lagos Island,Partially cloudy,26071,2913,137,612,1.05
2026-05-01 21:45,Friday,21,Berger-Lagos Island,Partially cloudy,27255,3058,156,890,1.05
2026-05-01 22:00,Friday,22,Berger-Lagos Island,Partially cloudy,26764,3007,158,1055,1.06
2026-05-01 22:15,Friday,22,Berger-Lagos Island,Partially cloudy,26260,2908,112,974,1.04
2026-05-01 22:30,Friday,22,Berger-Lagos Island,Partially cloudy,26106,3027,248,1230,1.09
2026-05-01 23:00,Friday,23,Berger-Lagos Island,Partially cloudy,27322,2909,0,0,1.0
2026-05-01 23:15,Friday,23,Berger-Lagos Island,Partially cloudy,26705,3009,166,1330,1.06
2026-05-01 23:30,Friday,23,Berger-Lagos Island,Partially cloudy,26460,2981,164,864,1.06
2026-05-02 00:00,Saturday,0,Berger-Lagos Island,Partially cloudy,26384,2809,0,0,1.0
2026-05-02 00:15,Saturday,0,Berger-Lagos Island,Partially cloudy,26614,2834,0,0,1.0
2026-05-02 00:30,Saturday,0,Berger-Lagos Island,Partially cloudy,26200,2955,165,1198,1.06
2026-05-02 00:45,Saturday,0,Berger-Lagos Island,Partially cloudy,27356,3043,130,766,1.04
2026-05-02 01:00,Saturday,1,Berger-Lagos Island,Partially cloudy,26818,2897,42,285,1.01
2026-05-02 01:45,Saturday,1,Berger-Lagos Island,Partially cloudy,26568,2839,11,102,1.0
2026-05-02 02:45,Saturday,2,Berger-Lagos Island,Partially cloudy,26229,2810,17,99,1.01
2026-05-02 03:15,Saturday,3,Berger-Lagos Island,Partially cloudy,26770,2894,44,167,1.02
2026-05-02 03:30,Saturday,3,Berger-Lagos Island,Partially cloudy,26718,2950,105,900,1.04
2026-05-02 04:00,Saturday,4,Berger-Lagos Island,Partially cloudy,26803,2997,144,913,1.05
2026-05-02 04:45,Saturday,4,Berger-Lagos Island,Partially cloudy,26684,2916,75,416,1.03
2026-05-02 05:15,Saturday,5,Berger-Lagos Island,Partially cloudy,26603,2832,0,0,1.0
2026-05-02 05:45,Saturday,5,Berger-Lagos Island,Partially cloudy,26487,2863,43,196,1.02
2026-05-02 06:00,Saturday,6,Berger-Lagos Island,Partially cloudy,26461,2891,74,155,1.03
2026-05-02 06:30,Saturday,6,Berger-Lagos Island,Partially cloudy,26268,2910,113,1025,1.04
2026-05-02 06:45,Saturday,6,Berger-Lagos Island,Partially cloudy,26687,3131,290,2326,1.1
2026-05-02 07:00,Saturday,7,Berger-Lagos Island,Partially cloudy,26215,2945,154,907,1.06
2026-05-02 07:15,Saturday,7,Berger-Lagos Island,Partially cloudy,26494,3008,187,1157,1.07
2026-05-02 07:30,Saturday,7,Berger-Lagos Island,Partially cloudy,26612,3038,205,1346,1.07
2026-05-02 08:15,Saturday,8,Berger-Lagos Island,Partially cloudy,26542,3261,435,1130,1.15
2026-05-02 09:00,Saturday,9,Berger-Lagos Island,Partially cloudy,26133,3122,340,2044,1.12
2026-05-02 09:30,Saturday,9,Berger-Lagos Island,Partially cloudy,27250,3453,552,4265,1.19
2026-05-02 09:45,Saturday,9,Berger-Lagos Island,Partially cloudy,26580,3356,527,3140,1.19
2026-05-02 10:00,Saturday,10,Berger-Lagos Island,Partially cloudy,26440,3478,663,4352,1.24
2026-05-02 10:30,Saturday,10,Berger-Lagos Island,Partially cloudy,26619,3457,623,4514,1.22
2026-05-02 10:45,Saturday,10,Berger-Lagos Island,Partially cloudy,27024,3450,573,2968,1.2
2026-05-02 11:00,Saturday,11,Berger-Lagos Island,Partially cloudy,26085,3531,754,5390,1.27
2026-05-02 11:30,Saturday,11,Berger-Lagos Island,Partially cloudy,26000,3456,688,4987,1.25
2026-05-02 12:00,Saturday,12,Berger-Lagos Island,Partially cloudy,26267,3307,511,3166,1.18
2026-05-02 12:30,Saturday,12,Berger-Lagos Island,Partially cloudy,27225,3580,681,4320,1.23
2026-05-02 12:45,Saturday,12,Berger-Lagos Island,Partially cloudy,27300,3336,430,3820,1.15
2026-05-02 13:00,Saturday,13,Berger-Lagos Island,Partially cloudy,26381,3371,563,3616,1.2
2026-05-02 13:15,Saturday,13,Berger-Lagos Island,Partially cloudy,26742,3325,477,4142,1.17
2026-05-02 13:30,Saturday,13,Berger-Lagos Island,Partially cloudy,26297,3336,536,4589,1.19
2026-05-02 13:45,Saturday,13,Berger-Lagos Island,Partially cloudy,26855,3336,477,4151,1.17
2026-05-02 14:15,Saturday,14,Berger-Lagos Island,Partially cloudy,26747,3120,272,2791,1.1
2026-05-02 15:00,Saturday,15,Berger-Lagos Island,Partially cloudy,26399,3168,357,1147,1.13
2026-05-02 15:15,Saturday,15,Berger-Lagos Island,Partially cloudy,26941,3337,469,3081,1.16
2026-05-02 15:30,Saturday,15,Berger-Lagos Island,Partially cloudy,26977,3280,407,2785,1.14
2026-05-02 15:45,Saturday,15,Berger-Lagos Island,Partially cloudy,26544,3305,479,4059,1.17
2026-05-02 16:30,Saturday,16,Berger-Lagos Island,Partially cloudy,26301,3222,422,4083,1.15
2026-05-02 16:45,Saturday,16,Berger-Lagos Island,Partially cloudy,27245,3560,660,3078,1.23
2026-05-02 17:00,Saturday,17,Berger-Lagos Island,Partially cloudy,26229,3357,564,3080,1.2
2026-05-02 17:15,Saturday,17,Berger-Lagos Island,Partially cloudy,27030,3388,511,3015,1.18
2026-05-02 17:45,Saturday,17,Berger-Lagos Island,Partially cloudy,27036,3370,491,4036,1.17
2026-05-02 18:00,Saturday,18,Berger-Lagos Island,Partially cloudy,26956,3417,548,3835,1.19
2026-05-02 18:30,Saturday,18,Berger-Lagos Island,Partially cloudy,26638,3535,699,5364,1.25
2026-05-02 18:45,Saturday,18,Berger-Lagos Island,Partially cloudy,26391,3214,404,3281,1.14
2026-05-02 20:00,Saturday,20,Berger-Lagos Island,Partially cloudy,26749,2958,111,390,1.04
2026-05-02 20:30,Saturday,20,Berger-Lagos Island,Partially cloudy,26879,2962,100,418,1.03
2026-05-02 21:00,Saturday,21,Berger-Lagos Island,Partially cloudy,26873,2955,94,671,1.03
